"stateAbbreviation","state","Reciprocity","ReciprocityDetails","proofOtherOrAllStateLicense","stateResidencyProof","passportSizePhoto","driversLicensePhotoCopy","nameChangeProof","socialSecurityCopy","Hours","HoursOnly","MBLEX_or_NCBTMB","goodHealthClearance","BoardBackgroundCheckFee","stateApplyingBackgroundCheck","DOJ_backgroundCheck","applicationCost","licensingCost","licenseRenewalFee","CPR_certification","licensingETA","healthReferences","CEU","timeLicenseValidYears","liabilityInsurance","schoolTranscripts","MBLEX_transcript","LMT_jobsListed","LMT_avgHourly","LMT_avgAnnualSalary","Zillow_2BR_10cityAverageHomeValue","median2018IncomeByState","total_state_population","percent_black","percent_white","percent_two_or_more","percent_Native_American","percent_Asian","percent_Pacific_Islander","percent_Latino","cashier_jobsListed","cashier_avgHourly","cashier_avgAnnualSalary","remote_jobsListed","remote_avgHourly","remote_avgAnnualSalary","personalTrainer_jobsListed","personalTrainer_avgHourly","personalTrainer_avgAnnualSalary","houseCleaner_jobsListed","houseCleaner_avgHourly","houseCleaner_avgAnnualSalary","warehouse_jobsListed","warehouse_avgHourly","warehouse_avgAnnualSalary","security_jobsListed","security_avgHourly","security_avgAnnualSalary","nanny_jobsListed","nanny_avgHourly","nanny_avgAnnualSalary","clerical_jobsListed","clerical_avgHourly","clerical_avgAnnualSalary","tutor_jobsListed","tutor_avgHourly","tutor_avgAnnualSalary","dataScientist_jobsListed","dataScientist_avgHourly","dataScientist_avgAnnualSalary","nurses_jobsListed","nurses_avgHourly","nurses_avgAnnualSalary","personalAssistant_jobsListed","personalAssistant_avgHourly","personalAssistant_avgAnnualSalary","chiropractor_jobsListed","chiropractor_avgHourly","chiropractor_avgAnnualSalary","physicalTherapist_jobsListed","physicalTherapist_avgHourly","physicalTherapist_avgAnnualSalary","esthetician_jobsListed","esthetician_avgHourly","esthetician_avgAnnualSalary","medicalSpaEsthetician_jobsListed","medicalSpaEsthetician_avgHourly","medicalSpaEsthetician_avgAnnualSalary","medicalDoctor_jobsListed","medicalDoctor_avgHourly","medicalDoctor_avgAnnualSalary","yogaInstructor_jobsListed","yogaInstructor_avgHourly","yogaInstructor_avgAnnualSalary","pilatesInstructor_jobsListed","pilatesInstructor_avgHourly","pilatesInstructor_avgAnnualSalary","businessListings_chiropractor","businessListings_wellness_clinic","businessListings_massage_spa","businessListings_yoga","businessListings_gym","businessListings_coffee","businessListings_health_food","businessListings_hair_salon","businessListings_tanning","Rent2BR2BA_Listings_10cities","Rent2BR2BA_MinPrice__10cities","Rent2BR2BA_MaxPrice__10cities","Rent2BR2BA_AvgPrice__10cities","businessListings_jail_or_prison","businessListings_collision","businessListings_university_or_college","cosmetologist__jobsListed","cosmetologist__avgHourly","cosmetologist__avgAnnualSalary","businessListings_convalescent","autoRepairTechnician_jobsListed","autoRepairTechnician_avgHourly","autoRepairTechnician_avgAnnualSalary"
"NH","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,"750;",750,"yes",NA,"yes","yes","yes","110",NA,NA,1,NA,NA,NA,NA,NA,"yes","yes",407,34.3731343283582,52679.3130990415,227562.85,74991,"1356458","1.7","92.4","2.2","0.3","2.7","0.0","3.9",728,11.7834821428571,24509.6428571428,754,77.3831233421751,160956.896551724,369,52.1188524590164,108407.213114754,555,15.6157314629259,32480.7214428859,753,17.318598937583,36022.6857901726,700,15.1845214285714,31583.8045714285,"548",18.8695255474453,39248.6131386862,716,21.4715642458101,44660.853631285,640,21.4087890625,44530.28125,449,63.5552381360288,132194.89532294,768,41.9517447916667,99008.7884057971,423,14.6278132387707,52149.9896755162,147,58.1,120848,698,40.4976359338062,84235.0827423169,349,16.6179245283019,34565.283018868,217,16.9309210526316,35216.3157894737,734,67.0367847411444,163882.971927162,"90","62.5",130000,"95","62.5",130000,1043,405,1221,923,992,1116,932,1404,534,58,1826.31481481481,2541.67857142857,1988.99074074074,297,676,658,493,17.9310776942356,55397.5287009063,1472,441,44571.4285714285,21.4285714285714
"NJ","New Jersey","Yes"," by Endorsement a massage therapist can also be licensed on the basis of current credentialing in another U.S. state","yes",NA,"yes","yes","yes","yes","500; 90 hours of anatomy, physiology, pathophysiology
ethics and law
theory and practice
electives related to the practice of massage and bodywork therapy
and at least 100 hours of clinical practice under the supervision of a faculty member legally authorized to practice in the State in which the school exists. ",500,"yes",NA,"yes","yes","yes","120",NA,NA,1,NA,NA,NA,NA,"yes","yes; The course of study must be taken in a school accredited or approved by:

??the New Jersey Department of Education;
the New Jersey Department Labor and Workforce Development;
the New Jersey Commission on Higher Education;
or an agency of another state which substantially meets the requirements of the New Jersey Department of Education,
the New Jersey Department of Labor and Workforce Development; or
the New Jersey Commission on Higher Education.","yes",776,55.7749677835052,53090.206185567,259979.785714286,81740,"8908520","13.6","66.9","2.8","0.2","9.7","0.0","20.6",767,13.8061277705345,28716.7457627118,749,49.4759679572764,102910.013351135,731,35.9781121751026,74834.4733242134,707,25.1782178217822,52370.693069307,759,18.4815546772069,38441.6337285904,755,19.1139072847682,39756.9271523179,"737",26.5644504748982,55254.0569877883,753,19.7563081009296,41093.1208499336,747,53.3768406961178,111023.828647925,718,49.0839658774375,102094.64902507,779,44.3722721437741,93968.3530166881,748,25.4338235294118,100254.934491979,638,56.0307443365696,116543.948220065,751,57.3102529960053,119205.326231691,763,40.0198230668414,83241.2319790301,322,16.9478114478114,35251.4478114477,761,66.1747700394218,208548.768068331,"642","53.9152823920266",112143.787375415,"602","53.504222972973",111288.783783784,1560,1411,1506,1502,1501,1504,1524,1516,1342,219,2782.71698113208,3812.23636363636,3010.45283018868,1269,1473,1447,731,35.3703830369357,61549.2476060192,1502,686,69225.6289308176,27.6734693877551
"NM","New Mexico","Yes"," License by Credentials or endorsement
Massage therapists may be licensed by credential if they have met similar education and examination requirements in other jurisdictions","yes",NA,"yes","yes",NA,NA,"650; 165 hours of coursework in anatomy and physiology and other closely related disciplines. At least 40 of the required hours in this content strand are to be in pathology. Kinesiology is also to receive coverage.
At least 150 hours are to consist of massage therapy training; this is to include coverage of contraindications.
At least 75 hours are to be in content areas that the Board terms ""general instruction"". No fewer than 30 of the general instruction hours are to be in professional ethics. Also included in this content area are 1) first aid and 2) CPR/AED; the prospective massage therapist will need four hours in each. Hydrotherapy and business are both to receive coverage. Electives may be in any of the following: theory, hands-on modalities related to massage therapy, breathing and stretching, nutrition, herbology, homeopathy, and counseling. The student may also credit additional hours of anatomy and physiology or massage therapy. Up to 150 hours of practicum may be credited. Other elective topics may be credited, but will need Board approval.

Up to 150 hours of credit may be awarded for prior professional experience carried out under licensure or registration.",650,"yes",NA,"yes","yes","yes","75","125",NA,1,NA,NA,NA,"2 years",NA,"yes","yes",200,37.0833333333333,57000,180789.564102564,47169,"2095428","2.2","76.4","3.2","9.6","1.6","0.1","49.1",603,10.8706790123457,22611.0123456791,751,55.0099866844208,114420.772303595,150,17.8103448275862,37045.5172413793,80,14,29120,630,15.4120487364621,32057.0613718412,550,15.7881481481481,32839.348148148,"193",13.9974093264249,29114.6113989638,652,14.0350921273032,29192.9916247907,511,20.8473581213307,43362.5048923679,445,53.3901577355231,111051.528089888,774,45.4019509043928,94315.8591731266,289,14.3079584775087,48405.8523206751,79,59.7727272727273,124327.272727273,469,29.25,60840,110,38.7,80496,447,28.322963800905,58911.7647058824,681,86.4144199706314,219937.022727273,"145","62.5",130000,"90","62.5",130000,767,305,848,739,640,697,648,1119,188,249,1079.57438016529,1520.35365853659,1216.64462809917,164,439,602,140,18.3125,38090,1179,70,55000,10.1538461538462
"NV","Nevada",NA,NA,"yes",NA,"yes","yes","yes","yes","550; One hundred twenty-five (125) hours of instruction in the body’s systems, including, without limitation, anatomy, physiology and kinesiology
Two hundred twenty (220) hours of instruction which is taken in a classroom setting with hands-on instruction in assessment, theory and application instruction, which must include not less than 80 hours in clinical instruction
Forty (40) hours of instruction in pathology
Twenty (20) hours of instruction in business
Twenty (20) hours of instruction in ethics and
One hundred twenty-five hours (125) of instruction in other courses of massage therapy in a classroom setting with hands-on instruction.",550,"yes",NA,"yes","yes","yes","185","295",NA,NA,NA,NA,NA,NA,NA,"yes","yes",713,67.5539971949509,57568.0224403927,264014.692307692,58646,"3034392","9.2","63.4","5.1","1.5","8.2","0.6","29.0",739,12.8351826792963,26697.1799729363,751,61.797603195739,128539.014647137,543,39.8591160220994,82906.9613259668,661,18.2723146747352,38006.4145234492,752,16.9931848404255,35345.824468085,758,19.0016490765172,39523.4300791558,"599",16,33280,750,20.921,43515.68,726,20.051652892562,41707.438016529,167,49.2099507715337,102356.69760479,758,55.8077176781003,92714.0976253298,578,19.3849480968858,39543.7301038062,590,56,116480,619,24.7050420168067,51386.4873949579,610,64.2295081967213,133597.37704918,503,17,35360,749,80.6481975967957,194855.774365821,"159","61",126880,"64","62.5",130000,1468,698,1519,1392,1429,1426,1476,1522,1141,673,1319.24210526316,1997.0621669627,1597.47293233083,321,1059,1217,640,80,49275,1470,470,49500,45.5
"NY","New York",NA,NA,NA,NA,NA,NA,NA,NA,"1000; 150 in clinic, rest as: Complete coursework in anatomy, physiology, neurology, myology or kinesiology, pathology, hygiene, first aid, CPR, infection control procedures, the chemical ingredients of products that are used and their effects, as well as the theory, technique and practice of both oriental and western massage/bodywork therapy.",1000,"yes; NY state exam too, semiannual dates jan 3noth and aug 27th, with applications due by Nov yesst and June yesst for respective exam dates",NA,"yes","yes","yes","108; 35 for limited permit if cannot take NY exam within 1 year",NA,NA,1,NA,NA,NA,NA,NA,"yes","Yes; semiannual NY state exam also needs to be passes",561,48.8464022140221,47880.5704099822,637718.648535565,67844,"19542209","15.7","63.3","3.3","0.4","8.5","0.0","19.2",710,13.7377816901408,28574.5859154929,752,63.6589095744681,132410.531914894,502,37.1185258964143,77206.5338645417,608,29.0904194078947,60508.072368421,766,17.4655678851175,36328.3812010444,733,20.2155184174625,42048.278308322,"684",22.8859649122807,47602.8070175439,751,22.2010652463382,46178.2157123835,721,38.7714979195562,80644.7156726769,670,48.3031802525832,100470.614925373,771,45.5543125810636,90274.6718547341,724,22.0980662983425,78946.8232044199,401,51.5870165745856,107300.994475138,744,49.9546979865772,103905.771812081,501,40.2442827442827,83708.108108108,265,17.5,36400,757,66.3102377807134,205705.299207398,"308","52.306338028169",108797.183098592,"314","54.9462365591398",114288.172043011,1524,775,1509,1476,1501,1501,1481,1509,1075,254,2885.77959183673,3566.39375,3204.67142857143,733,1297,1443,581,29.190017211704,61254.2372881356,1500,593,62490.9584086799,23.1548442906574
"OH","Ohio","Yes"," by endorsement, if out of state licensed for last five years    https://med.ohio.gov/Apply/Massage-Therapist-MT","yes",NA,NA,NA,NA,NA,"750;",750,"yes",NA,"yes","yes","yes","153.5",NA,"100",NA,NA,NA,"no","2",NA,"yes","yes",582,31.6305841924399,44077.2904109589,102083.288,56111,"11689442","12.4","81.0","3.1","0.2","2.3","0.0","3.9",728,11.8677884615385,24685.0000000001,751,45.4793608521971,94597.07057257,556,27.7047134935305,57625.8040665434,633,14.7166262135922,30610.5825242718,765,15.1925490196078,31600.5019607842,741,13.1069500674764,27262.4561403509,"681",16.2173274596182,33732.0411160059,750,15.682,32618.56,680,19.9625367647059,41522.0764705883,510,52.4870772058822,109173.120588235,766,33.8894190600522,83133.6172214182,590,15.5241525423729,53607.7011764706,334,22.9523026315789,47740.7894736841,702,36.2803738317757,75463.1775700935,488,31.7310267857143,66000.5357142857,208,17.8484265734266,37124.7272727273,763,73.0075360419397,192096.677588467,"225","33.8928571428571",70497.1428571428,"313","34.8166666666667",72418.6666666667,1559,495,1509,1341,1452,1476,1422,1531,1083,403,1344.02284263959,1907.67073170732,1573.75888324873,469,1095,1181,609,20.6732201986755,52444.9339207048,1505,605,61780.9772727273,21.295867768595
"OK","Oklahoma","Yes"," by endorsement","yes",NA,NA,"yes","yes",NA,"500;",500,"yes",NA,"yes","yes","yes",NA,"50; 65 for license by reciprocity","50",NA,NA,NA,"16","2","yes",NA,"yes",331,30.1898734177215,NA,109105.352941176,51924,"3943079","7.3","72.2","7.7","7.8","2.1","0.1","10.9",676,10.497,21833.76,753,40.6527224435591,84557.6626826029,407,19.3095823095823,40163.9312039312,287,14.7783687943262,30739.0070921985,729,15.9067215363512,33085.9807956105,631,15.7324058919804,32723.4042553192,"561",14.0285204991087,29179.3226381461,730,14.6013835616438,30370.8778082191,589,18.9152801358234,39343.7826825127,492,56.6557692307692,117844,770,30.9859285714286,65843.998051948,509,16.3398821218075,45000,294,56,116480,555,49.8901734104046,103771.560693642,380,28.7781690140845,59858.5915492958,406,17.3390486725664,36065.2212389381,717,99.9656555090655,123354.491899853,"284","54.6328125",113636.25,"278","59.6428571428571",124057.142857143,1195,464,1139,1058,1120,1076,1119,1396,793,366,917.891364902507,1206.25783972125,1027.28272980501,278,799,1212,511,19.8264887063655,47964.4268774704,1285,459,87000,15.9934640522876
"OR","Oregon","Yes"," by endorsement, but $250 to review transcripts and had to be licensed out of state","yes",NA,"yes","yes","yes",NA,"625; The Board requires 625 hours/25 quarter credits/15.74 semester credits of education from an accredited or Department of Education approved school with the following:
The 625 hours/25 quarter credits/15.74 semester credits of education must include: 
A minimum of 200 hours/8 quarter credits/ 5.34 semester credits of health sciences, consisting of Anatomy and Physiology, Pathology, and Kinesiology; and 
A minimum of 300 hours/12 quarter credits/8 semester credits of Massage Theory and Practical Application, Clinical Practice, Business Development, Sanitation, Communication, and Ethics. 
The remaining 125 hours/5 quarter credits /2.4 semester credits required may be in any of the above subject areas",625,"Yes; and a state jurisprudence exam",NA,"4yes.5","yes","yes","100","100 or 200 depends on birth year, odds renew again on odd years and evens renew on even years","100-200, odd birth years renew on odd years and even birth year renew on even years. If an applicant’s first renewal is less than 12 months from time of issuance, the Initial License Fee is $100.00. If the applicant’s first renewal is more than 12 months from date of issuance, the Initial License Fee is $200.00.",1,NA,"3 moral character references",NA,NA,"yes","yes","yes",437,37.1943793911007,48000,364129.810344828,63426,"4190713","2.0","83.9","4.7","1.2","4.6","0.4","13.3",723,14.3974204702628,29946.6345781466,752,69.9288563829787,145452.021276596,422,35.4697580645161,73777.0967741935,447,17.8498868778281,37127.7647058825,761,17.3770367936925,36144.2365308804,726,17.5510330578512,36506.1487603305,"384",20.1888020833333,41992.7083333333,736,19.1203736413043,39770.3771739129,661,24.0085098335855,49937.7004538578,482,52.2318719079159,108642.293568465,770,40.4510714285714,105062.978571429,450,18.3133333333333,47906.7735849057,319,52.2625412541254,108706.085808581,639,38.6572769953052,80407.1361502348,351,20.4284188034188,42491.1111111111,398,22.838772845953,47504.6475195822,748,88.3663101604278,160917.009358289,"288","60.9496124031008",126775.19379845,"200","60.5555555555556",125955.555555556,1433,805,1500,1010,1138,1412,1217,1505,804,330,1741.40186915888,2402.35714285714,2024.32242990654,302,577,904,320,20.4900332225914,40000,1500,392,79896.1424332344,19.2908163265306
"PA","Pennsylvania","Yes"," by endorsement, or temporary permit, http://www.pacodeandbulletin.gov/Display/pacode?file=/secure/pacode/data/049/chapter20/s20.2Yes",NA,NA,NA,"yes","yes",NA,"600;Massage therapy programs must provide at least 600 hours of in-class, postsecondary education instruction, including:
   (1)  At least 175 contact hours of instruction in anatomy and physiology, kinesiology and pathology, including training in the human immunodeficiency virus and related risks.
   (2)  At least 250 contact hours in massage therapy and bodywork assessment, theory and practice including sanitation, safety and hygiene.
   (3)  At least 25 contact hours in professional ethics, and business and law related to a massage therapy business.
   (4)  At least 150 contact hours in related courses appropriate to a massage therapy curriculum as set forth in §  20.13 (related to required knowledge base), including cardiopulmonary resuscitation.
 (b)  Massage therapy programs may meet the 600-hour requirement through both didactic and clinical courses.
 (c)  Externship hours may not be included in the 600-hour minimum education instruction. For purposes of this section, an externship is an offsite practical technique learning experience where the student’s supervision is provided by a licensed massage therapist, supervisor or other appropriate licensed health professional.
 (d)  Hours for practicing assigned techniques under indirect supervision may not be included in the 600-hour minimum education instruction.

",600,"yes",NA,"yes","yes","yes","100; 65 for temp permit",NA,"125 - 175; ",1,NA,NA,"24","2",NA,NA,"yes",525,37.8381428571429,46283.3827893175,172920.62,60905,"12807060","11.2","80.1","2.6","0.2","3.6","0.0","7.6",713,10.6225455820477,22094.8948106592,754,85.4442970822281,177724.137931034,525,26.5365384615385,55196.0000000001,595,15.4226890756303,32079.193277311,783,18.1042081736909,37656.7530012771,750,16.8651066666667,35079.4218666667,"622",15.8906752411576,33052.6045016078,744,15.9354838709677,33145.8064516128,647,27.564142194745,57333.4157650696,533,51.2361605209986,106571.213883677,789,40.1245247148289,75033.7376425856,613,15.2066200657895,45988.9989495798,281,61.9369918699187,128828.943089431,664,43.0010056925996,89442.0918406072,402,24.8807123655914,51751.8817204301,268,17.3466417910448,36081.0149253732,758,81.6291226912929,153050.967883212,"241","46.7772511848341",97296.6824644549,"241","42.8008298755187",89025.7261410789,1537,712,1458,1237,1411,1410,1380,1521,956,262,1948.9094488189,3096.48372093023,2426.67519685039,596,1086,1110,566,21.4265909090909,38749.5015384615,1505,574,59344.1295546559,20.9022212543554
"RI","Rhode Island","Yes",NA,"yes",NA,"yes","yes","yes",NA,"500;",500,"yes",NA,"yes","yes","yes","65",NA,"37.5",1,NA,"3 character letters","12","1",NA,"yes","yes; score of at least 63no",671,42.3293591654247,44652.3408408408,252537.9,64340,"1057315","6.7","80.7","3.1","0.4","3.4","0.1","15.9",748,12.7513368983957,26522.7807486631,750,69.65,144872,693,35.5077561327561,73856.1327561327,656,19.109756097561,39748.2926829269,762,19.6856955380577,40946.24671916,740,16.8233108108108,34992.4864864865,"689",24.0348330914369,49992.4528301888,751,16.6855525965379,34705.9494007988,691,25.8552821997106,53778.986975398,576,49.8400386451654,103667.280381944,760,41.2993421052632,86878.4596774193,636,17.3655660377358,54950.822327044,283,62.5,130000,724,49.5165745856354,102994.475138122,615,19.579674796748,40725.7235772358,207,17.0869565217391,35540.8695652173,754,127.237068965517,185151.49535809,"345","62.0882352941176",129143.529411765,"244","61.9877049180328",128934.426229508,1381,720,1492,1401,1417,1491,1433,1516,1108,160,3012.70967741935,4413.23913043478,3755.36129032258,628,1389,1190,578,17.1504424778761,57673.0418943534,1506,684,48405.6140350877,23.2719298245614
"SC","South Carolina","Yes"," by endorsement a school approved and licensing exam has to be reviewed by the South Carolina Board of Massage Therapy","yes",NA,NA,"yes","yes",NA,"500;",500,"yes",NA,"yes","yes","yes","50","100",NA,NA,NA,NA,"12/2years",NA,NA,"yes","yes",594,34.2534246575342,43806.8539325843,181933.171428571,52306,"5084127","26.6","67.0","2.4","0.5","1.6","0.1","5.8",719,10.6122392211405,22073.4575799722,758,53.7651715039578,111831.556728232,588,26.9353741496599,56025.5782312926,658,12.8617021276596,26752.340425532,752,17.9598071808511,37356.3989361703,712,15.9178370786517,33109.1011235955,"638",23.801724137931,49507.5862068965,744,15.195564516129,31606.7741935483,668,26.2612275449102,54623.3532934132,491,55.0352146326178,114473.246435845,767,40.9471968709257,69717.9537157757,610,12.2508547008547,40289.4098360656,237,58.8880597014925,122487.164179104,693,48.5913461538462,101070,567,17.0489323843416,35461.7793594305,342,20.8948412698413,43461.2698412699,736,78.0407608695652,216441.979619565,"241","56.6279620853081",117786.161137441,"229","60.625",126100,1341,273,1414,1293,1317,1254,1267,1527,553,512,1272.96626984127,1746.42197802198,1486.87797619048,225,517,893,582,20.9776785714286,57519.9306759099,1463,291,46758.1,22.5438144329897
"SD","South Dakota","Yes"," by endorsement, temporary permit Yes","yes",NA,"yes","yes","yes","yes","500; 125 anatomy/physiology/kinesiology, 40 pathology, 200 massage/bodywork theory/assessment/practice,10 business/professionalism, 6 ethics, 125 in any related massage modality, 200 hours must be supervised by instructor",500,NA,NA,"yes","yes","yes","100","65",NA,NA,NA,NA,"8/2 years",NA,"yes",NA,NA,39,31.6965517241379,NA,164059.75,56274,"882235","2.2","84.0","2.7","8.8","1.7","0.0","3.9",288,10.7610119047619,22382.9047619048,759,72.5830039525692,150972.648221344,60,19,39520,145,12.75,26520,669,15.1394319880419,31490.0185351272,267,15.9529047619048,33182.041904762,NA,NA,NA,364,14.2591846153846,29659.104,355,16.1972049689441,33690.1863354037,320,55.8480641526442,116163.9734375,739,52.6645331529093,94670.6650879567,86,12.6393442622951,NA,44,62.5,130000,190,40.7203809523809,84698.3923809523,20,NA,NA,420,24.0321076233184,49986.7838565023,502,99.2219920318725,218562.73318872,"5","62.5",130000,"10","56",116480,443,270,417,409,238,246,229,641,101,72,1013.88235294118,1209.16666666667,1064.00735294118,101,300,187,55,12.5,50000,567,95,65000,20.0416666666667
"TN","Tennessee",NA,NA,"yes",NA,NA,"yes","yes",NA,"500; 200 hours Health Sciences, 200 hours Massage, 85 hours Allied Modalities, 10 hours Ethics, 5 hours TN Massage Law",500,"yes",NA,"yes","yes","yes",NA,"275",NA,NA,"12 weeks","Yes, 2, anyone licensed in healthcare, doctor, nurse, dentist, and so on","24/2 years only 8 allowed online, TN law and ethics needed","2",NA,"yes","yes",434,32.7799539170507,45668.3168316832,177130.291666667,52375,"6770010","16.8","77.3","2.2","0.3","1.8","0.1","5.5",722,12.1872783933518,25349.5390581717,754,74.8269230769231,155640,422,26.0128992628993,54106.8304668305,598,14.2111204013378,29559.1304347826,755,16.0990066225166,33485.9337748345,726,18.5933126721763,38674.0903581267,"30",12.0833333333333,25133.3333333333,742,14.4568733153639,30070.2964959569,608,19.7253289473684,41028.6842105263,552,55.0515054522019,114507.13134058,770,44.0918831168831,79113.4467532468,556,13.9249100719424,49689.8549618321,182,51.6358024691358,107402.469135802,659,32,66560,432,19.5387596899225,40640.6201550388,255,14.6,30368,753,69.9054980079681,143809.742363878,"135","35",72800,"70","62.5",130000,1294,434,1324,1068,1157,1049,1150,1516,476,455,1289.57752808989,1938.64864864865,1535.36629213483,351,725,1014,481,17.57421875,40799.9016393443,1501,406,101209.964412811,27.288679245283
"TX","Texas",NA,NA,"yes",NA,NA,"yes","yes","yes","500; 200 hours of massage therapy techniques and theory and the practice of manipulation of soft tissue,
with at least 125 hours of Swedish massage therapy techniques:
• 50 hours of anatomy:
• 25 hours of physiology:
• 50 hours of kinesiology:
• 40 hours of pathology:
• 20 hours of hydrotherapy:
• 45 hours of massage therapy laws and rules, business practices and professional ethics:
• 20 hours of health and hygiene, first aid, universal precautions, and cardiopulmonary resuscitation
(CPR);
• a 50-hour internship.",500,"Yes; and a state jurisprudence exam",NA,"yes","yes","yes","100",NA,NA,1,NA,NA,NA,NA,NA,NA,"yes; and state juriprudence exam",533,33.7131931166348,51742.1296296296,195904.483180428,60629,"28701845","12.3","73.5","2.7","0.5","5.0","0.1","39.6",734,10.3910015060241,21613.2831325301,752,58.5359042553192,121754.680851064,592,37.5412371134021,78085.7731958764,522,18.4195402298851,38312.643678161,730,17.2238356164384,35825.5780821919,737,18.9573609226594,39431.3107191316,"503",15.6585487077535,32569.7813121273,751,15.7524633821571,32765.1238348868,690,34.0316594202899,70785.851594203,627,61.4710012575144,127859.68261563,767,37.5749674054759,97260.3220338983,615,16.3083333333333,52105.37890625,536,47.4515209125475,98699.1634980988,656,41.6153350515464,86559.8969072165,511,28.4833659491194,59245.4011741683,551,31.0477707006369,64579.3630573248,760,76.3529605263158,173118.828966521,"523","50.4167471042471",104866.833976834,"525","51.8666666666667",107882.666666667,1326,1083,1408,1276,1364,1277,1357,1512,916,1045,1378.50772200772,2151.34213305174,1717.19305019305,438,1256,1240,524,36.3690119760479,51820.9143968872,1493,524,68904.8096192385,20.0039292730845
"UT","Utah",NA,NA,"yes",NA,NA,"yes","yes","yes","600; complete 1000 hours as apprentice or 125 hours of anatomy, physiology and kinesiology
40 hours of pathology
285 hours of massage theory and techniques, including basic Swedish and hands-on instruction
35 hours of ethics, professional standards, and businesses practices
15 hours of sanitation, universal precautions, CPR and first aid
100 hours of student clinic",600,"yes",NA,"yes","yes","yes","95","60","52",NA,NA,NA,NA,"2, all expire May 31st of odd numbered years, Massage therapist application processing fee: $95
Massage apprentice application processing fee: $70
Licensing fee: $60
Renewal fee: $52",NA,"yes","yes",566,39.5962897526502,38270.8333333333,319213.451612903,71414,"3161105","1.3","85.7","3.2","1.1","2.4","0.9","14.2",715,12.6502097902098,26312.4363636364,750,66.8,138944,481,32.5417668269231,67686.8750000001,572,16.8531468531469,35054.5454545456,760,17.2248355263158,35827.6578947369,736,16.1560801630435,33604.6467391305,"615",17.3146341463415,36014.4390243903,758,17.8611477572559,37151.1873350923,675,22.8677777777778,47564.9777777778,670,50.1314412313433,104273.397761194,760,45.2087368421053,90500.7568149211,627,19.0079744816587,53114.4981412639,420,54.0204819277108,112362.602409638,548,53.6574074074074,111607.407407407,549,26.1698473282443,54433.2824427481,210,13.7894736842105,28682.1052631578,736,83.2533967391304,183015.82201087,"164","46.1912751677852",96077.8523489932,"130","54.28",112902.4,1511,837,1443,1168,1294,1222,1421,1517,762,232,1347.68584070796,2187.35858585859,1713.23230088496,431,832,1065,627,18.5655877342419,50000,1516,514,57500,21.1719844357977
"VA","Virginia","Yes"," by endorsement","yes",NA,NA,"yes","yes","yes","500;",500,"yes",NA,"yes","yes","yes","140",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",695,30.8039568345324,42268.5804511278,252271.369863014,72577,"8517685","19.2","67.4","4.1","0.3","6.5","0.1","9.5",731,11.9052667578659,24762.9548563611,753,73.1254980079681,152101.035856574,687,38.7379912663755,80575.021834061,680,15.428125,32090.5,754,17.4377453580902,36270.5103448276,743,15.6793674293405,32613.0842530282,"618",19.0807504078303,39687.960848287,736,17.6663451086957,36745.9978260871,693,25.4119769119769,52856.9119769119,649,57.6395016000947,119890.163328197,759,50.4986824769433,92073.5862977602,673,17.4169985141159,82806.5739064857,222,60.6274038461538,126105,687,60.5964125560538,126040.538116592,578,36.1643598615917,75221.8685121107,414,16.9792899408284,35316.9230769231,748,87.5170454545455,208134.086229947,"459","58.1843675417661",121023.484486873,"455","59.0658536585366",122856.975609756,1338,635,1503,1245,1287,1302,1326,1519,682,570,1695.43214285714,2641.00422832981,2067.15982142857,561,846,1384,658,27.7936930091185,50250.0422535211,1504,888,72335.0581257414,18.9628378378378
"VT","Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,41.6153846153846,NA,193815.545454545,60782,"626299","1.2","94.1","2.0","0.3","1.9","0.0","2.0",608,12.7023026315789,26420.7894736841,750,65.6773333333333,136608.853333333,70,13,27040,250,21.0232558139535,43728.3720930233,744,17.0060483870968,35372.5806451613,667,14.5422788605697,30247.940029985,"653",17.457886676876,36312.4042879021,631,16.3359746434231,33978.82725832,461,28.3005555555556,58865.1555555556,311,50.269620331437,104560.810289389,778,33.8097686375321,81030.8782234957,130,19.375,42005,87,60.3846153846154,125600,473,47.7302631578947,99278.947368421,157,48.2570422535211,100374.647887324,644,18.9233044164038,39360.4731861199,704,82.2643607954546,215301.136363636,"75","58.375",121420,"49","62.5",130000,714,245,865,448,520,589,575,1074,110,20,1805.125,1825,1806.6875,91,286,471,133,16.4077669902913,38441.1574074074,1094,148,60000,20.5
