stateAbbreviation,state,licenseByReciprocity,proofOtherOrAllStateLicense,stateResidencyProof,passportSizePhoto,driversLicensePhotoCopy,nameChangeProof,socialSecurityCopy,Hours,MBLEX_or_NCBTMB,goodHealthClearance,BoardBackgroundCheckFee,stateApplyingBackgroundCheck,DOJ_backgroundCheck,applicationCost,licensingCost,licenseRenewalFee,CPR_certification,licensingETA,healthReferences,CEU,timeLicenseValidYears,liabilityInsurance,schoolTranscripts,MBLEX_transcript,LMT_AvgJobsListed_IndeedFirst5pages,LMT_HourlyAvgPayRangeAdvertised_Indeed,LMT_AnualAvgPayAdvertised_Indeed,Zillow_2BR_10cityAverageHomeValue,median2018IncomeByState,total_state_population,percent_black,percent_white,percent_two_or_more,percent_Native_American,percent_Asian,percent_Pacific_Islander,percent_Latino,cashier_jobsListed,cashier_avgHourly,cashier_avgAnnualSalary,remote_jobsListed,remote_avgHourly,remote_avgAnnualSalary,personalTrainer_jobsListed,personalTrainer_avgHourly,personalTrainer_avgAnnualSalary,houseCleaner_jobsListed,houseCleaner_avgHourly,houseCleaner_avgAnnualSalary,warehouse_jobsListed,warehouse_avgHourly,warehouse_avgAnnualSalary,security_jobsListed,security_avgHourly,security_avgAnnualSalary,nanny_jobsListed,nanny_avgHourly,nanny_avgAnnualSalary,clerical_jobsListed,clerical_avgHourly,clerical_avgAnnualSalary,tutor_jobsListed,tutor_avgHourly,tutor_avgAnnualSalary,personal_assistant_jobsListed,personal_assistant_avgHourly,personal_assistant_avgAnualSalary,dataScientist_jobsListed,dataScientist_avgHourly,dataScientist_avgAnualSalary,nurses jobsListed,nurses avgHourly,nurses avgAnualSalary,personalAssistant jobsListed,personalAssistant avgHourly,personalAssistant avgAnualSalary,chiropractor jobsListed,chiropractor avgHourly,chiropractor avgAnualSalary,physicalTherapist jobsListed,physicalTherapist avgHourly,physicalTherapist avgAnualSalary,esthetician jobsListed,esthetician avgHourly,esthetician avgAnualSalary,medicalSpaEsthetician jobsListed,medicalSpaEsthetician avgHourly,medicalSpaEsthetician avgAnualSalary,medicalDoctor jobsListed,medicalDoctor avgHourly,medicalDoctor avgAnualSalary,yogaInstructor jobsListed,yogaInstructor avgHourly,yogaInstructor avgAnualSalary,pilatesInstructor jobsListed,pilatesInstructor avgHourly,pilatesInstructor avgAnualSalary,chiropractor_businessListings,wellness.clinic_businessListings,massage.spa_businessListings,yoga_businessListings,gym_businessListings,coffee_businessListings,health.food_businessListings,hair.salon_businessListings,tanning_businessListings,TwoBedroomApartment_Listings _10cities,Rent2BR2BA_MinPrice _10cities,Rent2BR2BA_MaxPrice _10cities,Rent2BR2BA_AvgPrice _10cities
MA,Massachusetts,No,yes,NA,yes,NA,NA,NA,"550; 100 anatomy, 45 kinesiology, 45 pathology, 300 massage theory/practice, 60 ethics/professionalism, 100 intern/hands on training",NA,NA,yes,yes,yes,225,NA,NA,NA,6 weeks,1,NA,NA,yes,yes,NA,748,39.42814171,49118.5074,537437.7534,79835,6902149,7.8,77.3,3.4,0.2,6.8,0,12.3,769,14.42360208,30001.09233,754,65.31299735,135851.0345,701,32.4636234,67524.33666,694,24.69956772,51375.10086,805,18.76599379,39033.26708,775,22.14435484,46060.25806,688,24.1627907,50258.60465,773,20.99935317,43678.65459,745,37.68775168,78390.52349,736,25.04635717,52096.42291,662,99.75961538,207500,829,52.17425814,92697.46683,736,21.71875,52096.42291,485,59.69587629,124167.4227,766,68.56396867,142613.0548,652,28.5990566,59486.03774,260,20.84693878,43361.63265,790,54.80759494,132541.3785,497,57.20422535,118984.7887,491,60.39808917,125628.0255,1542,1113,1520,1476,1500,1500,1521,1522,1598,247,3186.291667,5076.659341,3908.9375
MI,Michigan,No,NA,NA,NA,NA,NA,NA,"500; 200 massage practice/theory, 125 body systems/anatomy/kinesiology, 40 pathology, 6 ethics, 4 business, 40 intern",yes,NA,yes,yes,yes,95,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,715,35.01958042,52666.91742,107764.5833,56697,9995915,13.8,78.3,2.9,0.5,3.3,0,5.2,792,12.66445707,26342.07071,749,56.26902537,117039.5728,559,21.02436823,43730.68592,611,18.78927987,39081.70213,806,22.39616625,46584.02581,790,14.44601899,30047.71949,623,17.36436597,36117.88122,751,15.95332889,33182.9241,686,22.78811953,47399.28863,632,25.63350893,53317.69857,576,49.50327162,102966.805,812,45.06054803,72247.66626,632,17.15189873,53317.69857,279,49.46715328,102891.6788,670,32.0863806,66739.67164,572,33.49038462,69660,421,16.319202,33943.94015,779,42.9080552,157910.8575,384,59.4375,123630,284,60.58394161,126014.5985,1601,1063,1515,1426,1499,1458,1433,1513,1130,263,1515.897233,1966.043478,1723.468379
MN,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,39.13907285,54579.03226,252568.0408,70315,5611179,6.6,82.5,3.1,1.1,4.9,0,5.5,748,13.28542781,27633.68984,746,80.59550938,167638.6595,528,39.97368421,83145.26316,610,16.34558333,33998.81333,798,20.90062657,43473.30326,767,22.8847914,47600.3661,647,19.61205564,40793.07573,752,18.9,39312,744,33.48790323,69654.83871,554,25.42014905,52873.91002,609,NA,NA,823,33.15045565,92830.13913,554,34.71667577,52873.91002,595,56.37373096,117257.3604,668,40.98782051,85254.66667,605,19.14862205,39829.13386,568,20.51491863,42671.03074,785,57.02181529,162207.9975,502,55.8436255,116154.741,484,60.27348643,125368.8518,1542,1262,1415,1257,1302,1343,1328,1531,1165,242,1888.889831,2911.287081,2329.864407
MS,Mississippi,"Yes; by endorsement; An out-of-state massage therapist can be licensed by reciprocity with as few as 500 in-class hours of academic instruction, provided he or she has the requisite qualifications, including experience. Reciprocity candidates must have three years of experience; this requirement is the same whether the massage therapist comes from a regulated or unregulated state.
",yes,NA,yes,NA,NA,NA,"700; 600 academic, 100 clinic, The instructional hours are to be distributed as follows: Study of the human body is to comprise at least 200 hours. There must be at least 20 hours devoted to each of the following: anatomy, physiology, neurology, myology/ kinesiology, and pathology; pathology coursework is to include medical terminology. The other 100 hours of body systems study may be distributed among the required content areas in any manner. Massage therapy theory and practicum are together to comprise at least 200 hours. At least 100 of these hours are to consist of demonstration and supervised practice; demonstration and practice is to include client evaluation, draping, and range-of-motion as well as specific massage techniques identified by the Board, for example, kneading, stroking, percussion, vibration, and use of hand-held tools. At least 20 combined hours are to cover massage therapy history, indications, contraindications and benefits. Also included in this content area are 10 hours of study in legality and ethics; this is to include Mississippi massage therapy law. Allied modalities are to comprise at least 200 hours. The following content must be included: Eastern, Western, and European methods: 7 hours
Hydrotherapy and infrared heat: 25 hours
Healthcare referral: 20 hours
Charting and documentation: 10 hours
Cardiopulmonary resuscitation and first aid: 8 hours
The remaining hours may consist of additional coursework in the five content areas above or other massage therapy and wellness topics, for example, special populations, trigger points, safety, and communication.",yes,NA,yes,yes,yes,50,200,NA,1,NA,NA,NA,NA,NA,yes,yes,145,24.61538462,48750,81255.42308,51049,2986530,38,58.1,1.5,0.4,0.9,0,2.9,633,10.23795419,21294.94471,751,63.90412783,132920.5859,240,18.24390244,37947.31707,211,9.57591623,19917.90576,735,13.58329932,28253.26259,654,12.65424312,26320.82569,241,14.44813278,30052.11618,621,12.60684818,26222.24422,592,19.24788851,40035.60811,264,24.03846154,50000,296,NA,NA,802,45.80120948,81553.86159,264,11.76709402,50000,94,30.234375,62887.5,609,NA,NA,290,17.47321429,36344.28571,320,22.38963964,46570.45045,669,75.80100897,203773.8191,96,38.00549451,79051.42857,45,34.16666667,71066.66667,835,361,892,759,872,780,856,1403,301,159,928.8116883,1129.924528,990.461039
MO,Missouri,No,yes,NA,yes,yes,NA,NA,"500; 300 hours are to be devoted to the theory and practice of massage therapy. At least 100 hours are to be in anatomy and physiology. The curriculum must also include 50 hours in the combined areas of business practice, hygiene, ethics, and Missouri massage law. Another 50 hours are to cover ancillary therapies; CPR training is included in this content strand.",yes,NA,yes,yes,yes,125,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,568,29.47222222,41505.90299,143279.2182,54478,6126452,11.5,82.2,2.8,0.5,2,0.1,4.1,730,12.05781481,25080.25481,744,62.54821909,130100.2957,495,45.04081633,93684.89796,614,15.54275244,32328.92508,782,16.60079923,34529.6624,745,15.49524161,32230.10255,573,16.83682373,35020.59337,739,17.06453992,35494.24303,679,23.22078792,48299.23888,564,23.17727695,48208.73606,544,29.65167779,61675.4898,816,31.87302696,87363.07734,564,19.0589539,48208.73606,407,44.30294906,92150.13405,707,43.44661458,90368.95833,600,24.5880531,51143.15044,404,25.5522541,53148.68852,779,25.4682285,133974.1136,346,56.15028902,116792.6012,235,61.38888889,127688.8889,1417,698,1390,1218,1276,1271,1280,1503,1064,356,1275.433908,1909.931159,1503.66092
MT,Montana,"Yes; by endoresement; Out-of-state massage therapists can be licensed by credential if it is determined that they hold an equivalent license.
The licensing agency reports that the following states have been reviewed and found eligible for license by credential: Florida, Georgia, Idaho, Kentucky, Nebraska, New Hampshire, New York, New Mexico, North Dakota, Ohio, South Dakota, Utah, and Washington (bsd.dli.mt.gov/license / lmt board). Additional states may be added to the list following review.

Out-of-state licensees will find a “license by credential” application on the Board website (bsd.dli.mt.gov/license / bsd_boards). They should be prepared to provide a copy of the statutes and rules that govern licensure in the other state.

The out-of-state license must be in good standing. A license verification form is included in the application packet. The massage therapist will fill out the top portion and send it to the state of licensure.

Applicants for license by credential will need to provide two character references as well as documentation of age and documentation of high school completion (or equivalency).

If the other state’s statutes and rules to do not establish equivalency, the licensing agency may request additional information from the applicant.",yes,NA,NA,NA,NA,NA,"500; 125 hours of instruction in body systems (anatomy, physiology, kinesiology); 200 hours of instruction in massage and bodywork theory, application, and assessment; 40 hours in pathology; ten hours in ethics and business (with no fewer than six hours in ethics).",yes,NA,yes,yes,yes,140,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,25,30.3,NA,240545.8696,55328,1062305,0.5,88.6,3.1,6.4,0.8,0.1,3.9,518,11.43866799,23792.42942,746,60.21380697,125244.7185,95,14,29120,67,13.76865672,28638.80597,631,17.409271,36211.28368,537,16.16544592,33624.12751,145,17.0862069,35539.31034,574,15.938223,33151.50383,494,20.57692308,42800,175,19.83479567,41256.375,132,NA,NA,808,51.02806931,103171.8075,175,15.37515152,41256.375,59,38.69047619,80476.19048,284,45.63892405,94928.96203,26,NA,NA,523,20.58769305,42822.40154,709,55.30747532,141365.8322,60,41.25,85800,25,62.5,130000,662,253,845,253,369,569,341,1057,124,32,1344.925926,1852.533333,1458.537037
NE,Nebraska,"Yes; by endorsement; Massage therapists who hold licensing in other states are required to demonstrate a total of 1,000 hours of education and training but are allowed more leeway in how they meet the requirement. Educational hours do not have to be distributed in the manner usually required by the licensing agency (sos.ne.gov Rules Health and Human Services System pdf). The massage therapist can credit work experience toward education/ training requirements at a rate of 100 hours per year of full-time experience. The licensing agency will credit as many as 100 hours of education for continuing education pursued through organizations approved by the FSMTB or the NCBTMB. A semester credit of related college coursework can be credited as 15 hours.
An out-of-state massage therapist who does not yet meet Nebraska licensing requirements may be issued a temporary license that authorizes work under supervision.",yes,NA,NA,yes,yes,yes,"1000; The massage therapy student will need 100 hours in each of the following areas:
Anatomy
Physiology
Hygiene and Practical demonstration
Hydrotherapy
Pathology
Massage
Health service management",yes,NA,yes,yes,yes,110,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,127,53.81889764,47500,192748.9524,59566,1929268,4.7,86.4,3.1,1,2.4,0.1,11.1,538,12.1045539,25177.47212,738,61.93174119,128818.0217,213,15.72668394,32711.50259,176,13.28654971,27636.02339,763,17.74407602,36907.67811,518,14.0065507,29133.62545,238,13.59227468,28271.93133,604,14.52937086,30221.09139,504,20.16170635,41936.34921,171,21.36125801,44431.41667,216,NA,NA,824,40.16112257,84353.26942,171,14.90135542,44431.41667,64,62.5,130000,329,40,83200,63,17.5609434,36526.76226,673,18.87467797,39259.33017,657,58.56422374,154645.7382,147,51.97959184,108117.551,15,62.5,130000,714,329,608,611,532,510,529,910,319,198,1104.395833,1471.277419,1256.723958
NV,Nevada,No,yes,NA,yes,yes,yes,yes,"550; One hundred twenty-five (125) hours of instruction in the body’s systems, including, without limitation, anatomy, physiology and kinesiology
Two hundred twenty (220) hours of instruction which is taken in a classroom setting with hands-on instruction in assessment, theory and application instruction, which must include not less than 80 hours in clinical instruction
Forty (40) hours of instruction in pathology
Twenty (20) hours of instruction in business
Twenty (20) hours of instruction in ethics and
One hundred twenty-five hours (125) of instruction in other courses of massage therapy in a classroom setting with hands-on instruction.",yes,NA,yes,yes,yes,185,295,NA,NA,NA,NA,NA,NA,NA,yes,yes,691,68.44645441,62776.411,264014.6923,58646,3034392,9.2,63.4,5.1,1.5,8.2,0.6,29,734,11.86222752,24673.43324,766,64.95039164,135096.8146,450,39.35777778,81864.17778,635,16.52204724,34365.85827,768,16.32259115,33950.98958,742,19.38342318,40317.52022,574,16.56445993,34454.07666,753,23.71916335,49335.85976,701,25.43295292,52900.54208,498,24.76601788,51513.31719,92,NA,NA,824,52.80291262,106819.159,498,19.04141566,51513.31719,61,62.5,130000,576,33.26789588,69197.22343,588,72.44727891,150690.3401,555,20.09009009,41787.38739,777,70.8030888,204894.8385,188,55.42021277,115274.0426,110,62.5,130000,1468,698,1519,1392,1429,1426,1476,1522,1141,670,1317.365559,1956.943201,1594.922205
NH,New Hampshire,No,NA,NA,NA,NA,NA,NA,750;,yes,NA,yes,yes,yes,110,NA,NA,1,NA,NA,NA,NA,NA,yes,yes,406,27.1446384,51724.42857,227562.85,74991,1356458,1.7,92.4,2.2,0.3,2.7,0,3.9,713,11.75823983,24457.13885,747,66.5227577,138367.336,394,49.93629344,103867.4903,592,15.23674242,31692.42424,792,17.09159091,35550.50909,735,16.03061224,33343.67347,479,18.23903967,37937.20251,731,18.40179891,38275.74172,677,21.70070162,45137.45938,377,24.27990719,50502.20695,433,69.64928501,144870.5128,823,43.00644593,77184.13001,377,15.70159151,50502.20695,110,51.15853659,106409.7561,683,39.25,81640,411,22.94542773,47726.48968,221,19.12179487,39773.33333,789,55.44581749,160145.4802,111,54.84234234,114072.0721,90,56.76470588,118070.5882,1043,405,1221,923,992,1116,932,1404,534,57,1806.203704,2753.793103,2033.907407
NJ,New Jersey,Yes; by Endorsement a massage therapist can also be licensed on the basis of current credentialing in another U.S. state; the other state must have educational requirements that are at least substantially similar to those of New Jersey. A candidate for license by endorsement will need to request credential verification from each U.S. jurisdiction where he or she has ever held licensure or certification.,yes,NA,yes,yes,yes,yes,"500; 90 hours of anatomy, physiology, pathophysiology
ethics and law
theory and practice
electives related to the practice of massage and bodywork therapy
and at least 100 hours of clinical practice under the supervision of a faculty member legally authorized to practice in the State in which the school exists. ",yes,NA,yes,yes,yes,120,NA,NA,1,NA,NA,NA,NA,yes,"yes; The course of study must be taken in a school accredited or approved by:

??the New Jersey Department of Education;
the New Jersey Department Labor and Workforce Development;
the New Jersey Commission on Higher Education;
or an agency of another state which substantially meets the requirements of the New Jersey Department of Education,
the New Jersey Department of Labor and Workforce Development; or
the New Jersey Commission on Higher Education.",yes,799,46.31361076,55080.72591,259979.7857,81740,8908520,13.6,66.9,2.8,0.2,9.7,0,20.6,758,13.40277045,27877.76253,736,50.37228261,104774.3478,764,38.32787958,79721.98953,724,22.55283149,46909.8895,809,17.83436341,37095.4759,789,20.2756654,42173.38403,726,26.54269972,55208.81543,780,33.15833333,68969.33333,758,88.56596306,184217.2032,741,36.19135978,75278.02834,702,41.31686314,85939.07533,825,45.50545455,91141.3,741,34.79689609,75278.02834,144,62.5,130000,793,54.62468474,113619.3443,808,37.81219059,78649.35644,399,17.17563739,35725.32578,787,48.76683609,198635.047,583,54.32418525,112994.3053,125,62.5,130000,1560,1411,1506,1502,1501,1504,1524,1516,1342,218,2837.132075,3844.079646,3063.125
NM,New Mexico,"Yes; License by Credentials or endorsement
Massage therapists may be licensed by credential if they have met similar education and examination requirements in other jurisdictions; the requirements must be judged to be at least substantially equivalent to those of New Mexico (rld.state.nm.us / Massage Therapy Requirements and Continuing Education). ",yes,NA,yes,yes,NA,NA,"650; 165 hours of coursework in anatomy and physiology and other closely related disciplines. At least 40 of the required hours in this content strand are to be in pathology. Kinesiology is also to receive coverage.
At least 150 hours are to consist of massage therapy training; this is to include coverage of contraindications.
At least 75 hours are to be in content areas that the Board terms ""general instruction"". No fewer than 30 of the general instruction hours are to be in professional ethics. Also included in this content area are 1) first aid and 2) CPR/AED; the prospective massage therapist will need four hours in each. Hydrotherapy and business are both to receive coverage. Electives may be in any of the following: theory, hands-on modalities related to massage therapy, breathing and stretching, nutrition, herbology, homeopathy, and counseling. The student may also credit additional hours of anatomy and physiology or massage therapy. Up to 150 hours of practicum may be credited. Other elective topics may be credited, but will need Board approval.

Up to 150 hours of credit may be awarded for prior professional experience carried out under licensure or registration.",yes,NA,yes,yes,yes,75,125,NA,1,NA,NA,NA,2 years,NA,yes,yes,145,37.63461538,57000,180789.5641,47169,2095428,2.2,76.4,3.2,9.6,1.6,0.1,49.1,606,10.10725806,21023.09677,749,59.20594126,123148.3578,165,17.78125,36985,80,14,29120,638,17.53017241,36462.75862,576,17.08223986,35531.05891,135,13.90740741,28927.40741,628,15.11696429,31443.28571,529,21.04206049,43767.48582,270,24.52503658,51012.07609,332,29.95418601,62304.7069,793,52.45665195,91160.27806,270,13.9728,51012.07609,641,56.532,117586.56,541,29.25,60840,75,NA,NA,442,19.78257895,41147.76421,707,56.73137199,212419.3098,211,56.81279621,118170.6161,565,54.42072072,113195.0991,767,305,848,739,640,697,648,1119,188,247,1067.780083,1478.920732,1196.53527
NY,New York,No,NA,NA,NA,NA,NA,NA,"1000; 150 in clinic, rest as: Complete coursework in anatomy, physiology, neurology, myology or kinesiology, pathology, hygiene, first aid, CPR, infection control procedures, the chemical ingredients of products that are used and their effects, as well as the theory, technique and practice of both oriental and western massage/bodywork therapy.","yes; NY state exam too, semiannual dates jan 3noth and aug 27th, with applications due by Nov yesst and June yesst for respective exam dates",NA,yes,yes,yes,108; 35 for limited permit if cannot take NY exam within 1 year,NA,NA,1,NA,NA,NA,NA,NA,yes,Yes; semiannual NY state exam also needs to be passes,624,44.44747596,51205.20192,637718.6485,67844,19542209,15.7,63.3,3.3,0.4,8.5,0,19.2,695,13.56417266,28213.47914,750,66.18533333,137665.4933,464,40.48814655,84215.34483,640,18.43046875,38335.375,805,17.1944472,35764.45019,757,19.14319683,39817.84941,641,23.12948518,48109.32917,765,28.20732026,58671.22614,741,70.5168691,146675.0877,673,34.07621208,70878.52113,590,39.77766718,82737.54774,806,45.8867866,93871.8629,673,28.62102526,70878.52113,590,56,116480,760,42.10723684,87583.05263,531,38.57062147,80226.89266,305,17.23076923,35840,783,44.35472542,207051.5498,312,52.25160256,108683.3333,65,62.5,130000,1524,775,1509,1476,1501,1501,1481,1509,1075,257,2901.701613,3576.859756,3232.774194
NC,North Carolina,"Yes; by endorsement massage therapists seeking a license to practice in North Carolina may apply for a regular license process or through the licensure by endorsement process. The requirements are almost identical, as you can see in the application instructions and checklist.  See https://www.bmbt.org/mtpages/license_by_endorsement.html",yes,NA,NA,NA,NA,NA,"500; The program must be at least 24 weeks in length. The curriculum must contain the following content at a minimum:
200 hours in fundamental theory and practice of massage and bodywork therapy. At least 100 hours of this must be in the application of hands-on methods. Also included in this 200-hour requirement is client assessment skills, indications and contraindications of treatment, body mechanics, draping procedures, infection control, and history of massage and bodywork. 100 hours of anatomy and physiology related to the practice of massage therapy, including instruction of common pathologies
15 hours of professional ethics and North Carolina laws and rules for the practice of massage and bodywork therapy
15 hours of business management practices
20 hours of psychological concepts including therapeutic relationships, and professional communication skills
150 hours in other related courses such as adjunct modalities, specific applications, additional hands-on techniques, or in-depth study of anatomy and physiology.
An official massage therapy school transcript must be submitted direct",yes,NA,yes,yes,yes,20,150,100,NA,NA,NA,24/2 years. This includes a minimum of 3 hours of ethics. A maximum of 6 hours of distance learning and 8 hours of business management can be taken. ,2 years; every Dec 31st,NA,yes,yes,714,43.6004902,60989.44257,166565.931,53855,10383620,21.4,68.4,2.9,1.2,3,0.1,9.6,744,11.27133737,23444.38172,753,63.15205843,131356.2815,479,26.9638404,56084.78803,640,13.6859375,28466.75,757,18.34225231,38151.88481,731,18.29443228,38052.41915,697,16.96269727,35282.41033,756,16.31189815,33928.74815,750,27.28733333,56757.65333,517,19.77137521,41124.46043,604,52.43815834,109071.3693,786,40.91762087,80952.67494,517,17.97398453,41124.46043,424,48.10024155,100048.5024,690,55,114400,578,29.23356401,60805.81315,403,16.01043814,33301.71134,774,55.06476098,134696.491,368,56.92255435,118398.913,311,57.76223776,120145.4545,1449,486,1509,1282,1439,1394,1462,1526,744,767,1230.068602,1823.538231,1475.510554
ND,North Dakota,Yes; by endorsement,yes,NA,yes,yes,yes,NA,"750; 505 supervised, 245 unsupervised; the 505 supervised: anatomy/physiology/kinesiology 150, pathology 40, clinic 175, massage theory 130, CPR/first aid 10, the 245 unsupervised: business 50, clinical 75, other massage modality courses 120",Yes; and a state jurisprudence exam,NA,yes,yes,yes,150,NA,200,1,NA,NA,"24/2 years, with 10 online at most and the 14 remaining in class",2,NA,yes,yes,25,24,NA,160193.5,63837,760077,3.4,85.7,2.3,5.4,1.8,0,3.6,501,11.40962322,23732.01629,765,54.61617647,113601.6471,85,19.77777778,41137.77778,329,13.70588235,28508.23529,666,19.9024024,41396.997,508,17.64251969,36696.44094,90,12.13888889,25248.88889,458,14.55773438,30280.0875,497,20.3249497,42275.89537,60,NA,NA,163,NA,NA,774,45.89825581,98407.86563,60,16.62,NA,NA,NA,NA,358,44.35846774,92265.6129,65,NA,NA,637,22.31318681,46411.42857,624,75.40865385,187994.2508,77,45.29220779,94207.79221,NA,NA,NA,832,259,691,369,315,369,321,1014,136,178,1017.639053,1198.018519,1091.849112
OH,Ohio,"Yes; by endorsement, if out of state licensed for last five years    https://med.ohio.gov/Apply/Massage-Therapist-MT",yes,NA,NA,NA,NA,NA,750;,yes,NA,yes,yes,yes,153.5,NA,100,NA,NA,NA,no,2,NA,yes,yes,595,38.16260504,38069.97743,102083.288,56111,11689442,12.4,81,3.1,0.2,2.3,0,3.9,900,12.45505556,25906.51556,745,67.00788591,139376.4027,535,27.82115385,57868,580,14.72631579,30630.73684,803,21.83389166,45414.49465,752,14.40449468,29961.34894,623,15.19983949,31615.66613,760,17.48910526,36377.33895,718,24.05995822,50044.71309,564,25.61575739,53280.77538,483,36.05769231,75000,835,33.61676647,80672.29641,564,15.4751773,53280.77538,388,52.5347432,109272.2659,728,47.18763797,98150.28698,457,43.34893365,90165.78199,220,28.23790323,58734.83871,767,112.4266623,178125.0626,250,38.814,80733.12,291,56.94820717,118452.2709,1559,495,1509,1341,1452,1476,1422,1531,1083,404,1355.64557,1927.975976,1594.279747
OK,Oklahoma,Yes; by endorsement; 65 fee instead of 50 and proof of all other licenses in each state holding or had a massage therapy license ,yes,NA,NA,yes,yes,NA,500;,yes,NA,yes,yes,yes,NA,50; 65 for license by reciprocity,50,NA,NA,NA,16,2,yes,NA,yes,509,29.35728745,45000,109105.3529,51924,3943079,7.3,72.2,7.7,7.8,2.1,0.1,10.9,1528,10.57768325,22001.58115,764,67.08900524,139545.1309,369,17.04200542,35447.37127,330,15.46212121,32161.21212,714,14.88970588,30970.58824,664,14.46627907,30089.86047,531,14.13229755,29395.17891,717,14.71101813,30598.91771,595,20.80756303,43279.73109,460,21.63461538,45000,317,NA,NA,824,31.54326456,69070.4733,460,16.13043478,45000,322,29.20198675,60740.13245,562,49.56703911,103099.4413,362,29.67647059,61727.05882,333,16.4163961,34146.1039,734,29.40978202,92778.44005,294,55.64795918,115747.7551,265,34.6,71968,1195,464,1139,1058,1120,1076,1119,1396,793,365,919.7486034,1205.755172,1029.442737
OR,Oregon,"Yes; by endorsement, but $250 to review transcripts and had to be licensed out of state; The credentialing review and its additional $250 fee is only pertinent to those out of state applicants who have been legally practicing for many years and may not meet the traditional education requirement through certified class instruction. 
Upon completion of a credentialing review the Board may grant a license to applicants who are or have legally practiced massage and/or bodywork outside of the State of Oregon; after successful completion of the jurisprudence, and written examinations.
 
Official Transcripts or Certificates of Completion and Practical Work Experience must be documented on the Credentialing Review Application Addendum and Work Experience Verification Worksheet.
 
The applicant must provide transcripts for: 
200 Anatomy and Physiology, Pathology and Kinesiology hours /8 quarter credits/5.34 semester credits of this with 120 hours/4.8 quarter credits/3.2 semester credits minimum must be from certified class instruction with up to 80 contact hours of prior continuing education in subject areas may apply; and
300 hours/12 quarter credits/8 semester credits Massage Theory and Practical Application, Clinical Practice, Business Development, Sanitation, Communication and Ethics hours of this 140 hours/5.6 quarter credits/3.7 semester credits minimum must be from certified class instruction with up to 120 contact hours of prior continuing education in subject areas, up to 40 hours of practical work experience may apply, and;
125 hours/5 quarter credits/2.4 semester credits which may be in either Health Sciences, Massage or Bodywork Theory and practical application, Clinical Practice, Business Development, Communication, Ethics, Sanitation or Hydrotherapy. Of the 125 hours required, up to 75 contact hours of prior continuing education in subject areas may apply.
??",yes,NA,yes,yes,yes,NA,"625; The Board requires 625 hours/25 quarter credits/15.74 semester credits of education from an accredited or Department of Education approved school with the following:
The 625 hours/25 quarter credits/15.74 semester credits of education must include: 
A minimum of 200 hours/8 quarter credits/ 5.34 semester credits of health sciences, consisting of Anatomy and Physiology, Pathology, and Kinesiology; and 
A minimum of 300 hours/12 quarter credits/8 semester credits of Massage Theory and Practical Application, Clinical Practice, Business Development, Sanitation, Communication, and Ethics. 
The remaining 125 hours/5 quarter credits /2.4 semester credits required may be in any of the above subject areas",Yes; and a state jurisprudence exam,NA,4yes.5,yes,yes,100,"100 or 200 depends on birth year, odds renew again on odd years and evens renew on even years","100-200, odd birth years renew on odd years and even birth year renew on even years. If an applicant’s first renewal is less than 12 months from time of issuance, the Initial License Fee is $100.00. If the applicant’s first renewal is more than 12 months from date of issuance, the Initial License Fee is $200.00.",1,NA,3 moral character references,NA,NA,yes,yes,yes,436,37.8225058,48000,364129.8103,63426,4190713,2,83.9,4.7,1.2,4.6,0.4,13.3,754,14.66919761,30511.93103,750,61.29433333,127492.2133,407,35.31932773,73464.20168,430,18.01882353,37479.15294,817,18.25914933,37979.0306,752,17.10985372,35588.49574,378,22.24867725,46277.24868,688,18.32921512,38124.76744,635,26.23086614,54560.20157,430,21.73015873,45198.73016,400,26.82235577,55790.5,806,40.32263027,105140.1892,430,19.4127907,45198.73016,253,60.5,125840,654,40.29199219,83807.34375,368,20.79619565,43256.08696,446,20.45678654,42550.11601,758,44.36532982,162737.7968,327,56.36391437,117236.9419,230,59.62820513,124026.6667,1433,805,1500,1010,1138,1412,1217,1505,804,334,1747.941538,2431.402135,2035.413846
